question,RMV,REM,RGLAD,RLFC,truth,AND,OR,hard
5d2bbd2644578a0d7444e856,1,1,1,1,1,1,1,0
5d2bc7f044578a0d748a999a,4,4,4,4,4,4,4,0
5d2bc8d744578a0d7496bd85,1,1,1,1,2,1,1,0
5d2f889b44578a0d74a9b895,1,1,1,1,1,1,1,0
5d2f88ce44578a0d74ad109f,3,3,3,3,3,3,3,0
5d2f891544578a0d74b2219d,4,4,4,4,3,4,4,0
5d2f893544578a0d74b37652,1,1,1,1,1,1,1,0
5d2f89b644578a0d74bc0738,5,5,4,5,4,4,5,0
5d2f8a2a44578a0d74c6a6f3,4,1,4,1,1,0,5,0
5d2f8b2644578a0d74d9ef31,4,4,4,4,4,4,4,0
5d2f8c7d44578a0d74fc8c42,4,4,4,4,4,4,4,0
5d2f8caa44578a0d74012185,1,1,1,1,1,1,1,0
5d2f8d4e44578a0d740ff5fc,4,4,4,4,4,4,4,0
5d2f8d5144578a0d741060fa,1,1,1,1,1,1,1,0
5d2f8df644578a0d741f1008,1,1,1,1,1,1,1,0
5d2f8f2744578a0d742c1e26,4,3,4,3,2,0,7,0
5d2f900644578a0d7443251a,1,1,1,1,1,1,1,0
5d2f901a44578a0d74453b63,4,4,4,4,4,4,4,0
5d2f903844578a0d74480031,4,2,4,2,2,0,6,0
5d2f90f244578a0d7453aa52,4,2,4,2,4,0,6,0
5d2f911744578a0d745827f9,4,1,4,1,1,0,5,0
5d2f912d44578a0d745a6957,3,3,3,3,4,3,3,0
5d2f917f44578a0d7461c5ea,4,4,4,4,4,4,4,0
5d2f919b44578a0d746448d8,4,4,4,4,4,4,4,0
5d2f925844578a0d746b144e,1,2,4,2,1,0,7,0
5d2f92db44578a0d7472a042,4,4,4,4,4,4,4,0
5d2f944644578a0d748b435a,4,1,4,1,2,0,5,0
5d2f95ec44578a0d74a2641b,4,4,4,4,4,4,4,0
5d34b7c644578a153c7a1a04,1,1,1,1,1,1,1,0
5d34b8a144578a153c827937,4,4,4,4,3,4,4,0
5d34b9db44578a153c907f06,4,2,1,2,4,0,7,0
5d34bbc644578a153cab1f24,4,4,4,4,1,4,4,0
5d34bbd244578a153cabb815,4,1,4,1,2,0,5,0
5d34bbe744578a153cacc58b,2,2,2,2,2,2,2,0
5d34bc4044578a153cb28616,4,4,4,4,4,4,4,0
5d34bcab44578a153cb9dd4d,4,1,4,1,1,0,5,0
5d34bcd044578a153cbc967b,1,1,1,1,1,1,1,0
5d34bec744578a153cde0d0d,1,4,4,4,2,0,5,0
5d34bf3644578a153ce5e9da,1,1,1,1,1,1,1,0
5d34bff644578a153cef84a5,1,1,1,1,1,1,1,0
5d34c2b844578a153c116034,1,1,1,1,1,1,1,0
5d34c32d44578a153c187dcf,4,1,1,1,1,0,5,0
5d34c43544578a153c2aa09a,1,1,1,1,1,1,1,0
5d34c4e844578a153c395b82,4,4,4,4,4,4,4,0
5d34c4e944578a153c3984db,4,4,4,4,4,4,4,0
5d34c57344578a153c41c391,1,1,1,1,1,1,1,0
5d34c57d44578a153c41f38b,3,3,3,3,4,3,3,0
5d34c58744578a153c42aaab,1,1,1,1,1,1,1,0
5d34c5d644578a153c488a28,4,4,4,4,4,4,4,0
5d34c61244578a153c4d8d35,1,1,1,1,1,1,1,0
5d34d78744578a153c53a8c3,1,1,1,1,4,1,1,0
5d34d79b44578a153c55a49f,1,1,1,1,1,1,1,0
5d34d82744578a153c639f07,4,4,4,4,4,4,4,0
5d34d83c44578a153c65dcbe,4,4,4,4,4,4,4,0
5d34d89444578a153c6ec8d2,4,4,4,4,4,4,4,0
5d34d8a444578a153c7067ee,4,5,4,5,1,4,5,0
5d34d8d544578a153c7559c5,4,4,4,4,4,4,4,0
5d34d92c44578a153c7dd40d,4,4,4,4,4,4,4,0
5d34d9b444578a153c8b6f6d,4,4,4,4,4,4,4,0
5d34d9f844578a153c92451c,4,4,4,4,4,4,4,0
5d34da5544578a153c9b8724,4,4,4,4,4,4,4,0
5d34da7944578a153c9f5a52,1,1,1,1,1,1,1,0
5d34dba944578a153cbe3f36,1,1,1,1,1,1,1,0
5d34dbb644578a153cbf83cc,4,4,4,4,4,4,4,0
5d34dbc844578a153cc16ed8,4,4,4,4,4,4,4,0
5d34dbcb44578a153cc1c728,4,4,4,4,4,4,4,0
5d34dc7944578a153cd39ab6,1,1,1,1,1,1,1,0
5d34dc8844578a153cd535bb,1,1,1,1,2,1,1,0
5d34dc8c44578a153cd59a8c,4,4,4,4,4,4,4,0
5d34dde844578a153cf9614c,1,1,1,1,1,1,1,0
5d3ca4ab44578a153cfe9bb8,1,1,1,1,1,1,1,0
5d3ca62f44578a153c0dbc5e,1,1,1,1,2,1,1,0
5d3ca66d44578a153c107684,4,1,4,1,1,0,5,0
5d3ca6c744578a153c146a16,1,1,1,1,1,1,1,0
5d3ca6fd44578a153c1698e6,1,2,2,2,4,0,3,0
5d3ca82144578a153c23fbbd,4,2,4,2,4,0,6,0
5d3ca88f44578a153c285e07,4,4,4,4,4,4,4,0
5d3caa9e44578a153c3eeb65,4,4,4,4,4,4,4,0
5d3cab6444578a153c477f1e,4,3,4,3,1,0,7,0
5d3cacb044578a153c5839e7,1,1,1,1,1,1,1,0
5d3cae6844578a153c6fdf10,4,2,4,2,2,0,6,0
5d3cae9944578a153c72e28d,4,4,4,4,4,4,4,0
5d3cb11d44578a153c984831,4,4,4,4,4,4,4,0
5d3cb1aa44578a153c9fc9af,1,1,1,1,1,1,1,0
5d3cb20c44578a153ca485d6,1,1,1,1,1,1,1,0
5d3cb22a44578a153ca5fad9,4,4,4,4,4,4,4,0
5d3cb26444578a153ca8ffe0,4,4,4,4,1,4,4,0
5d3cb2f544578a153cb02e22,4,3,4,3,2,0,7,0
5d3cb34f44578a153cb58124,3,3,3,3,4,3,3,0
5d3cb36944578a153cb72474,1,1,1,1,1,1,1,0
5d3cb38344578a153cb8b611,2,5,2,5,2,0,7,0
5d3cb3cf44578a153cbdefe6,4,1,4,1,1,0,5,0
5d3cb4a844578a153ccbffa1,3,3,3,3,1,3,3,0
5d3cb4f144578a153cd0c9a0,4,4,4,4,4,4,4,0
5d3cb58f44578a153cdb73df,4,4,4,4,4,4,4,0
5d3cb5f544578a153ce229f5,4,4,4,4,4,4,4,0
5d3cb71644578a153cf800ac,4,4,4,4,4,4,4,0
5d3cb71e44578a153cf91460,1,1,1,1,1,1,1,0
5d3cb74444578a153cff0e8d,4,2,4,2,2,0,6,0
5d3cb75e44578a153c03204a,4,4,4,4,4,4,4,0
5d3cb78544578a153c08f8b4,1,1,1,1,2,1,1,0
5d3cb82644578a153c1c2c29,1,1,1,1,1,1,1,0
5d3cb84844578a153c1fbe8c,1,1,1,1,4,1,1,0
5d3cb87b44578a153c243129,4,4,4,4,4,4,4,0
5d3cb8d144578a153c2d12c9,4,4,4,4,2,4,4,0
5d3cc89744578a153c325f54,4,4,4,4,4,4,4,0
5d3cc9d644578a153c4ec0d9,3,3,3,3,1,3,3,0
5d3cca7344578a153c5eb476,1,1,1,1,1,1,1,0
5d47acbf44578a1f48ff8eba,2,2,2,2,4,2,2,0
5d47ad1344578a1f480134a6,1,1,1,1,1,1,1,0
5d47aedb44578a1f4811ad94,1,1,1,1,1,1,1,0
5d47aeeb44578a1f4812e4bd,4,4,4,4,4,4,4,0
5d47afe644578a1f4824c207,4,4,4,4,4,4,4,0
5d47b11444578a1f48386f2e,4,5,4,5,1,4,5,0
5d47b18844578a1f483e4d40,4,4,4,4,1,4,4,0
5d47b18e44578a1f483ed431,4,4,4,4,4,4,4,0
5d47b46844578a1f4869afd3,1,1,1,1,1,1,1,0
5d47b4b144578a1f486e9810,1,1,1,1,1,1,1,0
5d47b51444578a1f4878489f,4,3,1,3,2,0,7,0
5d47b60b44578a1f488565fc,4,4,4,4,4,4,4,0
5d47b63f44578a1f48890482,4,4,4,4,4,4,4,0
5d47b6c844578a1f4895f448,4,4,4,4,4,4,4,0
5d47b6d344578a1f48973ad9,4,4,4,4,4,4,4,0
5d47b71044578a1f489a2f29,4,4,4,4,4,4,4,0
5d47b77644578a1f48a38e41,4,4,4,4,1,4,4,0
5d47b79644578a1f48a7c75f,4,4,4,4,4,4,4,0
5d47b79a44578a1f48a855c5,4,4,4,4,4,4,4,0
5d47b79c44578a1f48a8b76c,2,2,2,2,3,2,2,0
5d47b7c944578a1f48aec5a2,4,4,4,4,4,4,4,0
5d47b7db44578a1f48b119d8,1,1,1,1,1,1,1,0
5d47b85b44578a1f48bb0521,4,4,4,4,4,4,4,0
5d47b87344578a1f48be6c3a,1,1,1,1,1,1,1,0
5d47b8fd44578a1f48c8d9ad,1,1,1,1,1,1,1,0
5d47b92044578a1f48cb34e6,2,2,2,2,1,2,2,0
5d47b9de44578a1f48cf7dd0,4,4,4,4,4,4,4,0
5d47ba2544578a1f48d57cfd,4,4,4,4,4,4,4,0
5d47ba5d44578a1f48db0ce4,1,1,1,1,1,1,1,0
5d47bab844578a1f48e503ac,3,3,3,3,2,3,3,0
5d47bb3844578a1f48ebfc2b,4,4,4,4,4,4,4,0
5d47bb4f44578a1f48ed9689,4,4,4,4,4,4,4,0
5d47bba044578a1f48f2f60c,4,4,4,4,4,4,4,0
5d47bbf944578a1f48fc8e5b,4,4,4,4,1,4,4,0
5d47bc1244578a1f48000f0a,5,5,2,5,1,0,7,0
5d47bc2a44578a1f48027e3b,1,1,1,1,1,1,1,0
5d47bc9644578a1f4807d361,4,4,4,4,4,4,4,0
5d47bcc744578a1f480ce2ce,1,1,1,1,1,1,1,0
5d47bd1a44578a1f4812b8e3,1,5,1,5,1,1,5,0
5d47be1a44578a1f481e6571,4,4,4,4,4,4,4,0
5d47be1c44578a1f481ea9bf,1,1,1,1,1,1,1,0
5d47bebf44578a1f482a8b73,4,4,4,4,4,4,4,0
5d47c00744578a1f48364b5a,4,4,4,4,4,4,4,0
5d47c05e44578a1f483b4762,2,2,2,2,3,2,2,0
5d47c06344578a1f483bd4c8,4,4,4,4,4,4,4,0
5d47c12f44578a1f4841d02d,4,4,4,4,4,4,4,0
5d47c1a244578a1f484ad5ca,1,1,1,1,1,1,1,0
5d47c1ab44578a1f484beff0,1,1,1,1,1,1,1,0
5d47c1ae44578a1f484c24c2,4,4,4,4,4,4,4,0
5d47c33d44578a1f4859b224,1,1,1,1,1,1,1,0
5d47c34d44578a1f485a2760,4,4,4,4,4,4,4,0
5d47c35544578a1f485abddf,1,1,1,1,1,1,1,0
5d47c39944578a1f485f5db0,4,1,4,1,1,0,5,0
5d47c39a44578a1f485f66f7,4,4,4,4,4,4,4,0
5d47c48a44578a1f48683081,4,4,4,4,4,4,4,0
5d52de1444578a1f486fc71b,4,4,4,4,4,4,4,0
5d52de5944578a1f486ff8ca,1,1,1,1,1,1,1,0
5d52e10144578a1f48775f5b,4,4,4,4,2,4,4,0
5d52e25144578a1f488090d2,1,4,3,4,2,0,7,0
5d52e2ae44578a1f48821399,1,1,1,1,1,1,1,0
5d52e3ce44578a1f4889e82e,4,2,2,2,2,0,6,0
5d52e66144578a1f4892a613,4,4,4,4,4,4,4,0
5d52e6ae44578a1f489723f5,1,5,4,5,4,0,5,0
5d52e6dd44578a1f489b3dd7,4,4,4,4,4,4,4,0
5d52e71344578a1f48a25a16,4,4,4,4,2,4,4,0
5d52e72044578a1f48a35d6b,4,2,4,2,4,0,6,0
5d52e88244578a1f48ba2ee2,4,3,4,3,4,0,7,0
5d52e89244578a1f48bb57a1,4,4,4,4,4,4,4,0
5d52e8b744578a1f48bdc4b2,1,1,1,1,1,1,1,0
5d52e8e144578a1f48c1c32d,1,1,1,1,1,1,1,0
5d52e8e144578a1f48c1ced0,4,4,4,4,4,4,4,0
5d52e8fd44578a1f48c44629,4,4,4,4,2,4,4,0
5d52e91b44578a1f48c7177f,1,1,1,1,1,1,1,0
5d52e99044578a1f48c98209,1,1,1,1,2,1,1,0
5d52e9e944578a1f48ce385d,3,3,4,3,2,0,7,0
5d52ed6a44578a1f48e5084f,4,4,4,4,4,4,4,0
5d52f9fa44578a1f48f0bb5f,4,4,4,4,4,4,4,0
5d52fa9644578a1f48f2c13a,4,4,4,4,4,4,4,0
5d52fd8b44578a1f48fb95b1,1,1,1,1,1,1,1,0
5d52fd9644578a1f48fc876a,1,1,1,1,1,1,1,0
5d52fd9b44578a1f48fcecf3,1,1,1,1,1,1,1,0
5d52fe3e44578a1f48fef69a,1,1,1,1,1,1,1,0
5d52ff9e44578a1f48043309,4,4,4,4,4,4,4,0
5d53006744578a1f480d83e2,1,1,1,1,1,1,1,0
5d5300e444578a1f48155f04,1,1,1,1,1,1,1,0
5d53023044578a1f4822aea8,4,5,4,5,4,4,5,0
5d53023e44578a1f48239956,1,1,1,1,1,1,1,0
5d544b2344578a1f483532df,4,4,4,4,4,4,4,0
5d544b3a44578a1f483710e8,4,4,4,4,4,4,4,0
5d544b4444578a1f4837f49b,4,4,4,4,4,4,4,0
5d544b5844578a1f48396a16,4,4,4,4,4,4,4,0
5d544d0644578a1f48461474,1,1,1,1,1,1,1,0
5d544e2444578a1f48487377,4,4,4,4,4,4,4,0
5d544e5744578a1f484a9446,4,4,4,4,4,4,4,0
5d544e9244578a1f484e3d1b,4,4,4,4,4,4,4,0
5d544ed344578a1f48551a13,3,3,3,3,4,3,3,0
5d544ede44578a1f4856b441,4,4,4,4,4,4,4,0
5d54529544578a1f486a5b8e,4,4,4,4,4,4,4,0
5d5452ee44578a1f486c817b,2,2,2,2,4,2,2,0
5d54542844578a1f486fa61f,1,1,1,1,1,1,1,0
5d54547a44578a1f4875cfec,1,5,1,5,4,1,5,0
5d54563544578a1f4891bbbf,2,2,2,2,4,2,2,0
5d54564944578a1f4892074e,1,1,1,1,1,1,1,0
5d54577a44578a1f48954369,4,2,4,2,4,0,6,0
5d54586044578a1f489bdc64,4,1,4,1,1,0,5,0
5d5458e044578a1f48a0360f,4,4,4,4,4,4,4,0
5d54590644578a1f48a1e7d5,1,1,1,1,1,1,1,0
5d54590a44578a1f48a214be,4,4,4,4,4,4,4,0
5d5459af44578a1f48b25b62,4,4,4,4,4,4,4,0
5d5459ed44578a1f48b56f24,1,1,1,1,1,1,1,0
5d5459fb44578a1f48b6ecda,2,2,4,2,1,0,6,0
5d545a7244578a1f48bafb65,4,4,4,4,4,4,4,0
5d545a9944578a1f48c01d87,1,1,1,1,1,1,1,0
5d545b1044578a1f48cb4c3f,2,5,4,5,1,0,7,0
5d545b1b44578a1f48cc1c72,4,2,4,2,4,0,6,0
5d545b7c44578a1f48d30ae6,4,4,4,4,4,4,4,0
5d54786044578a1f48d9a12b,1,2,2,2,1,0,3,0
5d54786444578a1f48da334a,2,2,2,2,1,2,2,0
5d54790444578a1f48e7ee93,1,1,1,1,1,1,1,0
5d54793544578a1f48ed9416,4,4,4,4,4,4,4,0
5d5479c544578a1f48f8fa95,1,1,1,1,4,1,1,0
5d5479d344578a1f48fb299c,4,4,4,4,4,4,4,0
5d5479ff44578a1f48fda6b7,2,2,2,2,4,2,2,0
5d547a0444578a1f48fe52ec,4,3,3,3,2,0,7,0
5d547abf44578a1f4801ed3b,1,1,1,1,1,1,1,0
5d547ae944578a1f4803e759,1,2,1,2,1,0,3,0
5d547b7c44578a1f480b4c8c,4,4,4,4,4,4,4,0
5d547bad44578a1f480ebc50,1,1,1,1,1,1,1,0
5d547bae44578a1f480ed8ec,4,4,4,4,4,4,4,0
5d547bba44578a1f480fd849,4,4,4,4,4,4,4,0
5d547bcc44578a1f4810f970,4,4,4,4,4,4,4,0
5d58c15544578a1f48123e31,4,4,4,4,4,4,4,0
5d58c37444578a1f48223c49,4,4,4,4,2,4,4,0
5d58c39e44578a1f48237719,4,4,4,4,2,4,4,0
5d58c42a44578a1f4825d9ee,4,4,4,4,4,4,4,0
5d58c48b44578a1f482a51de,4,4,4,4,4,4,4,0
5d58c49844578a1f482b7698,4,4,4,4,2,4,4,0
5d58c63744578a1f4832e0a4,1,1,1,1,1,1,1,0
5d58c83444578a1f483fd342,4,4,4,4,4,4,4,0
5d58c84c44578a1f48404693,2,2,4,2,4,0,6,0
5d58c85244578a1f4840de6a,4,4,4,4,1,4,4,0
5d58c90a44578a1f484cef0e,4,4,4,4,2,4,4,0
5d58c91c44578a1f484e1659,3,1,4,1,1,0,7,0
5d58cabf44578a1f485a050c,4,4,4,4,4,4,4,0
5d58cb7244578a1f485bb126,4,4,4,4,4,4,4,0
5d5a13f544578a1f4866d618,4,4,4,4,4,4,4,0
5d5a19c544578a1f487cbef7,4,4,4,4,4,4,4,0
5d5a1a1744578a1f487f5486,1,1,1,1,4,1,1,0
5d5a1a2d44578a1f4880a309,1,1,1,1,1,1,1,0
5d5a1b0444578a1f488b8f2e,3,3,4,3,4,0,7,0
5d5a1bdd44578a1f48927e03,4,4,4,4,1,4,4,0
5d5a1dba44578a1f48997d0e,4,4,4,4,4,4,4,0
5d5a1e4244578a1f489d505a,4,4,4,4,4,4,4,0
5d5a208a44578a1f48a26694,1,1,1,1,1,1,1,0
5d5a20dc44578a1f48a5afa4,2,2,4,2,4,0,6,0
5d5a20e344578a1f48a5d79b,4,4,4,4,2,4,4,0
5d5a213944578a1f48a7bc3b,4,4,4,4,4,4,4,0
5d5a24a844578a1f48b8d7e8,2,2,2,2,4,2,2,0
5d5a24e544578a1f48ba2084,4,4,4,4,4,4,4,0
5d5a253b44578a1f48bedbbc,4,4,4,4,1,4,4,0
5d5a254444578a1f48bf6b96,4,1,4,1,2,0,5,0
5d5a255444578a1f48c05c96,1,1,1,1,1,1,1,0
5d5a255844578a1f48c0b052,1,1,1,1,1,1,1,0
5d5a25b144578a1f48c43ff4,1,1,1,1,2,1,1,0
5d5a260444578a1f48c7c8d6,4,4,4,4,4,4,4,0
5d5a260744578a1f48c7e7b8,4,2,4,2,4,0,6,0
5d5a264e44578a1f48cb31f5,3,4,1,4,2,0,7,0
5d5a265644578a1f48cba6f0,4,4,4,4,1,4,4,0
5d5a265744578a1f48cbbbdc,4,4,4,4,1,4,4,0
5d5a268944578a1f48ceb1d2,1,1,1,1,1,1,1,0
5d5a276944578a1f48d28ec4,4,4,4,4,4,4,4,0
5d5a2e0a44578a1f48da409f,4,4,4,4,2,4,4,0
5d5a3a0544578a1f48f2c3f8,4,4,4,4,2,4,4,0
5d5a3a6344578a1f48f51cc4,4,4,4,4,1,4,4,0
5d5a3b2244578a1f48f98f21,1,1,1,1,1,1,1,0
5d5a3b2544578a1f48f9d1fd,4,4,4,4,4,4,4,0
5d5a3b3244578a1f48fa9086,4,4,4,4,1,4,4,0
5d5a3b3844578a1f48faa1b6,4,5,4,5,3,4,5,0
5d5a3ba944578a1f48fc312a,1,1,1,1,1,1,1,0
5d5a3ba944578a1f48fc43c4,4,4,4,4,4,4,4,0
5d5a3bd044578a1f48fd66b2,4,4,4,4,4,4,4,0
5d5a3bd544578a1f48fda514,1,1,1,1,1,1,1,0
5d6da2a944578a1f481a95c2,4,4,4,4,4,4,4,0
5d6da2eb44578a1f481c3372,1,1,1,1,1,1,1,0
5d6da3f244578a1f481f510c,1,1,1,1,1,1,1,0
5d6daaa744578a1f4837abd8,3,1,4,1,2,0,7,0
5d6daaa944578a1f4837e74a,4,4,4,4,4,4,4,0
5d6daacc44578a1f483b3c26,1,2,1,2,1,0,3,0
5d6dac3d44578a1f48420963,1,3,4,3,1,0,7,0
5d6dac6144578a1f4842ae9a,1,1,1,1,2,1,1,0
5d6dacd844578a1f4845e6a5,4,4,4,4,2,4,4,0
5d6dad5044578a1f48483791,3,3,3,3,2,3,3,0
5d6dad6f44578a1f484ab3f4,4,4,4,4,4,4,4,0
5d6dadb544578a1f484d1f4a,4,4,4,4,4,4,4,0
5d6db2da44578a1f48613ff0,3,4,4,4,4,0,7,0
5d6db84144578a1f486c7f44,4,4,4,4,4,4,4,0
5d6dbbbb44578a1f487551a0,4,3,3,3,1,0,7,0
5d6dbdb344578a1f487aa7e8,1,1,1,1,1,1,1,0
5d6dbf1044578a1f487dfb7a,4,4,4,4,2,4,4,0
5d6dc1c244578a1f488908f8,5,1,2,1,1,0,7,0
5d6dc1f044578a1f4889aaf4,4,2,4,2,3,0,6,0
5d6dc2dd44578a1f488e2459,4,4,4,4,4,4,4,0
5d6dc30444578a1f488f587f,1,1,1,1,1,1,1,0
5d6dc34044578a1f48903029,4,3,4,3,1,0,7,0
5d6dc44644578a1f489629d8,4,4,4,4,4,4,4,0
5d6dc57444578a1f489b70be,4,4,4,4,4,4,4,0
5d6dc5d344578a1f48a06d73,4,4,4,4,4,4,4,0
5d6dc98644578a1f48b42041,4,4,4,4,4,4,4,0
5d6dd3e144578a1f48d18ead,3,2,2,2,2,2,3,0
5d6ddc6644578a1f48e273e8,4,4,4,4,4,4,4,0
5d6dde4644578a1f48e70f2f,4,2,4,2,4,0,6,0
5d6de22b44578a1f48f0beac,1,1,1,1,1,1,1,0
5d6de42944578a1f48f57240,4,4,4,4,4,4,4,0
5d6de6b444578a1f48fe9ccb,4,1,4,1,4,0,5,0
5d6de80844578a1f4801edea,2,1,2,1,1,0,3,0
5d6de9ff44578a1f4808f073,4,4,4,4,4,4,4,0
5d6dee4444578a1f48140f33,2,2,2,2,4,2,2,0
5d6df7ff44578a1f48305bc4,4,4,4,4,4,4,4,0
5d6df88144578a1f483167f7,1,1,1,1,1,1,1,0
5d6df88344578a1f48319407,4,4,4,4,2,4,4,0
5d6df90644578a1f4833033b,4,4,4,4,4,4,4,0
5d6df9f144578a1f4835895f,4,1,4,1,2,0,5,0
5d6dfa3944578a1f48373816,1,1,1,1,4,1,1,0
5d6e06f944578a1f484f517a,2,2,2,2,4,2,2,0
5d6e082344578a1f48515150,1,3,4,3,1,0,7,0
5d6e0bbb44578a1f485878ef,1,1,1,1,1,1,1,0
5d6e0d6144578a1f485af9eb,4,4,4,4,4,4,4,0
5d6e0dce44578a1f485b5f19,1,1,1,1,1,1,1,0
5d6e11c244578a1f486338a8,4,4,4,4,4,4,4,0
5d6e11d044578a1f4863d6d4,4,2,4,2,4,0,6,0
5d6e120744578a1f48643be4,4,3,4,3,4,0,7,0
5d6e134c44578a1f4865ef9c,4,2,4,2,4,0,6,0
5d6e178944578a1f486e9780,1,1,1,1,1,1,1,0
5d6e1dee44578a1f48748fce,4,4,4,4,4,4,4,0
5d6e1f9444578a1f48763e3e,1,1,1,1,1,1,1,0
5d6e208c44578a1f48780b62,1,1,1,1,1,1,1,0
5d6e231f44578a1f4880794c,1,1,1,1,1,1,1,0
5d6e233844578a1f4880f96f,4,1,4,1,1,0,5,0
5d6e25af44578a1f48884bbd,4,3,4,3,2,0,7,0
5d6e2b5944578a1f488f30b6,4,4,4,4,1,4,4,0
5d6e2ed144578a1f48988947,4,4,4,4,4,4,4,0
5d6e307844578a1f489cc9eb,1,1,1,1,1,1,1,0
5d6e317f44578a1f48a0cac6,4,4,4,4,4,4,4,0
5d6e31b344578a1f48a19132,4,4,4,4,4,4,4,0
5d6e31be44578a1f48a1d4dc,3,3,3,3,1,3,3,0
5d6e31fc44578a1f48a238d9,4,3,4,3,4,0,7,0
5d6e327544578a1f48a31592,4,4,4,4,4,4,4,0
5d6e327644578a1f48a3436a,1,1,1,1,1,1,1,0
5d6e347944578a1f48a74d46,2,2,2,2,3,2,2,0
5d6e347944578a1f48a74e23,4,2,4,2,4,0,6,0
5d6e34ba44578a1f48a7decf,3,3,3,3,2,3,3,0
5d6e37e544578a1f48ad9d68,4,1,4,1,4,0,5,0
5d6e380244578a1f48af3779,3,1,3,1,4,1,3,0
5d6e39d044578a1f48b41659,3,3,3,3,2,3,3,0
5d6e3bcb44578a1f48b93063,4,1,4,1,1,0,5,0
5d6e40e544578a1f48c27e30,3,3,3,3,2,3,3,0
5d6e42a944578a1f48c6711e,4,4,4,4,4,4,4,0
5d6e42ab44578a1f48c6a603,1,1,1,1,1,1,1,0
5d6e45e744578a1f48cd76ca,4,4,4,4,4,4,4,0
5d6e464f44578a1f48cef6be,4,3,4,3,4,0,7,0
5d6e47ab44578a1f48d0bb55,4,4,4,4,4,4,4,0
5d6e52c444578a1f48e3c339,1,1,1,1,1,1,1,0
5d6e52ea44578a1f48e4d3d4,2,2,4,2,1,0,6,0
5d6e52eb44578a1f48e4ea87,4,4,4,4,4,4,4,0
5d6e530044578a1f48e53d96,4,4,4,4,4,4,4,0
5d6e557444578a1f48e9c49d,4,2,4,2,3,0,6,0
5d6e5d1344578a1f48f25c90,3,1,3,1,1,1,3,0
5d6e5e7b44578a1f48f4c5e9,4,2,4,2,4,0,6,0
5d6e64f844578a1f4802ecdc,4,4,4,4,2,4,4,0
5d6e664044578a1f4806060d,2,2,2,2,1,2,2,0
5d6e671b44578a1f48093af3,4,1,4,1,1,0,5,0
5d6e673644578a1f480a3b62,2,1,2,1,1,0,3,0
5d6e679d44578a1f480c2077,3,4,3,4,2,0,7,0
5d6e68c644578a1f480f9fe6,4,4,4,4,4,4,4,0
5d6e79fc44578a1f482aabb1,3,3,3,3,4,3,3,0
5d6e7cac44578a1f482ea911,1,2,1,2,1,0,3,0
5d6e7e1244578a1f483140ed,3,3,3,3,2,3,3,0
5d6e802d44578a1f4837529d,4,4,4,4,4,4,4,0
5d6e802d44578a1f483753cd,4,4,4,4,2,4,4,0
5d6e841644578a1f483db09d,4,2,4,2,4,0,6,0
5d6e845944578a1f483eb93e,1,1,1,1,1,1,1,0
5d6e883744578a1f48453f29,3,4,4,4,2,0,7,0
5d6e8c3e44578a1f484bfcd2,4,2,4,2,1,0,6,0
5d6e8db044578a1f484fdf7b,1,1,1,1,1,1,1,0
5d6e920544578a1f4857bb8a,2,2,2,2,4,2,2,0
5d6e944544578a1f485beb01,2,2,2,2,4,2,2,0
5d6e95ce44578a1f485db722,4,4,4,4,4,4,4,0
5d6e96d544578a1f486053a6,2,2,2,2,4,2,2,0
5d6e976744578a1f48623f49,1,2,1,2,1,0,3,0
5d6e9f5244578a1f486eb313,1,1,1,1,1,1,1,0
5d6ea2a044578a1f487262ba,4,5,4,5,4,4,5,0
5d6ea2b444578a1f4872c34d,3,3,4,3,2,0,7,0
5d6ea51444578a1f4875e16d,1,1,1,1,1,1,1,0
5d6ea5a844578a1f4877b7bf,4,4,4,4,2,4,4,0
5d6ea7eb44578a1f487cf1e6,4,4,4,4,2,4,4,0
5d6eaf8a44578a1f4886666b,4,4,4,4,4,4,4,0
5d6eb08444578a1f4887df49,3,3,3,3,2,3,3,0
5d6eb12a44578a1f4889a7d4,4,4,4,4,1,4,4,0
5d758d3e44578a1f488ffbd1,3,3,4,3,1,0,7,0
5d758de544578a1f48918861,4,4,4,4,1,4,4,0
5d75900d44578a1f4895f6af,1,1,1,1,2,1,1,0
5d75904544578a1f48980cfc,4,4,4,4,1,4,4,0
5d7592f244578a1f489c71cb,1,1,1,1,1,1,1,0
5d75937d44578a1f489d97eb,1,4,3,4,4,0,7,0
5d75953344578a1f48ad3ef4,1,2,4,2,1,0,7,0
5d75966844578a1f48b144c3,1,1,1,1,1,1,1,0
5d75971c44578a1f48b40d56,4,2,4,2,2,0,6,0
5d7598d744578a1f48beb332,4,3,4,3,4,0,7,0
5d7598f144578a1f48c05122,2,2,2,2,1,2,2,0
5d759ab444578a1f48c86c3d,4,4,4,4,1,4,4,0
5d759d4e44578a1f48daf955,4,4,4,4,4,4,4,0
5d759da144578a1f48def2c1,1,1,1,1,1,1,1,0
5d759e4944578a1f48e0a5ed,4,4,4,4,4,4,4,0
5d759e5c44578a1f48e148c0,4,4,4,4,4,4,4,0
5d759e7044578a1f48e2cedc,4,1,4,1,1,0,5,0
5d759e7844578a1f48e34eda,4,4,4,4,4,4,4,0
5d75c61444578a1f48ed6152,4,4,4,4,4,4,4,0
5d75c6af44578a1f48f2ba00,4,4,4,4,4,4,4,0
