A1,A2,A3,hour,weekday,truth,month,age,sex,org,RMV,REM,RGLAD,RLFC,text
0,0,0,03,Sat,0,07,>=40,female,is-org,0,0,0,0,"@JujuJudge Sitting in front of the tv, in the middle of the night, watching with my Dad. Ontario, Canada."
1,1,0,04,Sat,0,07,19-29,female,non-org,1,0,0,0,The fact that I could have slept in an extra hour today but instead have been awake tossing and turning an extra tw… https://t.co/Vn0RgPGlf6
0,1,0,05,Mon,0,07,19-29,female,non-org,0,0,0,0,Slept a whole hour and now the birds are chirping 😔
0,0,0,07,Mon,0,07,30-39,female,non-org,0,0,0,0,"This week both children are at sleepover camp, which is at least a reprieve from the usual summer childcare nightma… https://t.co/x8M6ctrPys"
1,0,1,06,Tue,1,07,19-29,female,non-org,1,0,0,0,"Well, woke up in the middle of the night crying because every sleeping position was excruciating...taking myself to… https://t.co/inGs47CpCc"
1,1,1,07,Mon,0,07,<=18,female,non-org,1,1,1,1,Apparently I fell into a mild sleep coma yesterday... slept for 14 hours 🥴
1,1,1,10,Mon,1,07,30-39,male,non-org,1,1,1,1,"When I go to sleep at night: 1% I'm actually sleeping. 99% Thinking of thousands of whys, ifs and hows."
0,0,0,22,Tue,0,07,>=40,male,non-org,0,0,0,0,#BlueJays Smokie is the man.  Won the game for us and now we can all go nightie night. Sleep tight and see you all tomorrow night.
0,0,0,12,Sun,0,07,19-29,male,non-org,0,0,0,0,It’s amazing how restorative 10 hours of sleep and a good conversation can be.
1,0,0,14,Sat,1,08,19-29,male,non-org,0,0,0,0,iris and i literally slept in until now(2:30) and it felt so good lol havent slept in the long in a while
0,1,0,13,Fri,0,07,19-29,female,non-org,0,0,1,0,The ONLY way I could fall asleep
0,0,0,19,Thu,0,07,19-29,male,non-org,0,0,0,0,@IAmByks Like you brought your Rexall ones? Or actual seats that are there and you will be taking them home
0,0,0,20,Sat,0,07,19-29,male,non-org,0,0,0,0,@FisherJillian Don't forget the sun burn of sleeping in the sun all day
1,1,0,21,Sun,1,07,30-39,female,non-org,1,1,1,1,"I normally have a very hard time sleeping without Steve, but pain and exhaustion last week knocked me out each night. Who knows tonight."
1,1,1,06,Tue,1,02,30-39,female,non-org,1,1,1,1,"I think two of the triggers for my ADHD ""episodes"" are emotions/anxiety and lack of sleep. One definitely causes th… https://t.co/Hh5QoW4cyS"
1,0,1,06,Tue,1,02,30-39,female,non-org,1,1,1,1,I've been awake since 5.30am and fell asleep after midnight. I had anxiety dreams all night. One of the cats woke m… https://t.co/ndkP4QVwpy
0,0,0,22,Wed,0,07,19-29,male,non-org,0,0,0,0,“His circadian rhythm has Tourette’s”
0,0,0,03,Thu,0,07,19-29,male,non-org,0,0,0,0,@isnitmidnight Yooo no sleep gang!!!!
1,0,1,05,Thu,1,08,19-29,male,non-org,1,1,1,1,Finally out of dogshit silver (Pulling an all nighter to fix my sleep schedule) https://t.co/4azNCADKOc
1,0,0,06,Wed,1,07,19-29,female,non-org,0,0,0,0,"Whew, I Don't Recall Falling Asleep Last Night"
0,0,0,22,Tue,0,10,19-29,female,non-org,0,0,0,0,"&amp; I Wasn't Gonna Buy Any Kicks For The Rest Of The Year, I'm Pissed"
1,0,1,22,Fri,1,03,19-29,female,non-org,1,1,1,1,Bout To Drug My Ass To Sleep Cause I'm Tryna Get Some Sleep Ta NIGHT
1,1,1,03,Mon,1,08,30-39,female,non-org,1,1,1,1,Fake-time sleep. One of those nights where waking up 1 hour into sleeping feels like 3 hours. It’s been 3 hours now… https://t.co/As8AluvsDG
1,1,1,04,Mon,1,08,>=40,male,non-org,1,1,1,1,My friends are banging so loud upstairs I can't sleep this is rubbisb
0,1,1,08,Thu,0,07,>=40,male,non-org,1,0,1,0,1 more sleep and I find out what is up with these chest pains.
0,1,0,09,Thu,0,07,>=40,female,non-org,0,0,0,0,"I can’t understand people like this. If you are worried about your sleep, turn off your phone. Use an alarm clock.… https://t.co/eMWdMzFSG1"
1,1,1,23,Tue,1,07,>=40,male,non-org,1,1,1,1,"@SportMgmtProf For example, it’s almost midnight and I’m still not asleep! #DarnYouJetLag! https://t.co/sRS4T0lHKb"
0,0,0,06,Mon,0,08,>=40,male,non-org,0,0,0,0,"I heard someone comment last night about it being a fact that you sleep for one third of your life, and by my calcu… https://t.co/Vp4nMb7BeW"
1,1,1,00,Tue,1,08,>=40,female,non-org,1,1,1,1,Writing really terrible poems at 12:43am because insomnia is super fun
1,1,1,00,Fri,1,09,>=40,female,non-org,1,1,1,1,Insomnia is the worst. Will I ever sleep again?  Who knows!
1,1,1,08,Tue,1,12,>=40,female,non-org,1,1,1,1,A luxurious three hours of sleep. Do not recommend
1,0,0,13,Wed,0,08,<=18,male,non-org,0,0,0,0,@oerbayumfang That's bad for digestion!!! You should wait at least two hours before sleeping after eating 😭
1,0,0,15,Fri,0,08,<=18,male,non-org,0,0,0,0,sleepy at work but looking forward to doing nothing this weekend
1,1,1,12,Mon,1,08,>=40,male,non-org,1,1,1,1,Four hours of sleep... A show in the early afternoon... And my wife takes me to Kickboxing class... 😳🤨 #ilovemywife… https://t.co/PkZjkqgsRc
1,0,1,09,Sat,1,07,30-39,male,non-org,1,1,1,1,@mws @holywtd My sleep schedule is worse then when I was in school. I wake up at 4am for work at 4:30 and done at 5… https://t.co/RcXYHHbqVz
1,0,1,04,Wed,1,07,19-29,female,non-org,1,1,0,1,nothing like a stupid charlie horse interrupting your precious sleep less than an hour before you have to get up fo… https://t.co/bj60dr3ll8
0,0,0,16,Sat,0,07,30-39,male,non-org,0,0,0,0,@GerryLaHay *had a good night’s sleep
0,1,0,11,Fri,1,01,30-39,male,non-org,0,0,0,0,"It was great last night to have a night of sleep without being woken every few hours for medication, or bloodwork, or a vitals check"
1,1,0,13,Fri,0,07,>=40,male,non-org,1,1,1,1,@portentint I did that in Australia and can’t recommend that sleep schedule for 3x straight of training others lol.
1,0,0,09,Tue,0,08,>=40,male,non-org,0,0,0,0,"Damn, I started watching the Hideo dedication by Keighley and ended up falling asleep within 5 minutes. Death and b… https://t.co/tyN2Vxv3TE"
1,0,0,08,Thu,1,09,>=40,male,non-org,0,0,0,0,"@XcloudTimdog 3x in one night bud. Had a nasty cold and could not stay awake,  groggy with cough medicine. Dealer,… https://t.co/Rp422X3Xlp"
0,0,0,20,Wed,0,08,30-39,male,non-org,0,0,0,0,Thanks for the energy top up and night's rest #Qualityinnsudbury #BMWi3 #BMWi3s #BMWCanada #EV #ZeroEmmissions… https://t.co/qHHyiNwdFH
1,1,1,09,Tue,1,08,<=18,female,non-org,1,1,1,1,My body won’t allow me to sleep more than 5hrs. Alarm or no alarm I wake up in exactly 5hrs...that’s some weird shit.
1,1,0,20,Fri,0,08,<=18,female,non-org,1,1,1,1,Falling asleep while getting my nails done. How will I survive going out tn?
1,0,0,22,Wed,0,08,19-29,female,non-org,0,0,0,0,Tonight I tried watching Stephen King’s Sleepwalkers and couldn’t even make it halfway through the movie before tur… https://t.co/nF2mSNKtYw
0,1,1,23,Sat,0,07,19-29,male,non-org,1,1,1,0,@Daminator4113 @Ketnipz Aww how thoughtful. I didn't need to sleep anyways.
1,1,1,04,Thu,1,07,19-29,male,non-org,1,1,1,1,Why can't I sleep 😭
0,0,0,02,Wed,0,05,19-29,male,non-org,0,0,0,0,"Did that once, and we all immediately fell asleep and woke up feeling like our year just started"
0,0,0,20,Mon,0,07,19-29,female,non-org,0,0,0,0,My home for the night in #Edson with @Bestsleepintown. Top floor with a view. Great staff as always while checking… https://t.co/MD88rg5nQt
1,0,0,22,Sat,0,08,30-39,male,non-org,0,0,0,0,@__irezumi @Cloudrunner_TV Caffeine often makes me sleepy.
1,1,1,05,Thu,1,08,30-39,female,non-org,1,1,1,1,Haven’t slept more than 5 hours a night since... June? Sprinkle in at least one all-nighter a week and I’m just abo… https://t.co/45wFzFIQG0
1,1,1,18,Mon,1,08,>=40,male,non-org,1,1,1,1,@betheelove You're right.  I am tired. Worked all weekend. Didn't sleep well. Trying to catch up.  Once the humidit… https://t.co/8cIQOZbnIk
1,0,1,23,Wed,1,08,>=40,male,non-org,1,1,0,1,If teachers only think about themselves how come I can’t sleep for the week before school starts? #abed
0,0,0,08,Sun,0,08,30-39,male,non-org,0,0,0,0,"House is still quiet, so let's get an early jump on Sunday Morning Musings this week.  Grab a coffee, wake the kids… https://t.co/ZT4pmvw6UU"
1,0,0,01,Sun,0,08,30-39,male,non-org,0,0,0,0,I fall asleep to Miss Baltimore Crabs to boost my self esteem
0,1,0,04,Mon,0,08,>=40,male,non-org,0,0,0,0,"@MrGNV_ I worked a half shift tonight, our orders never came so I just watched this and😱😱😱😱 I’m absolutely never sleeping again"
0,0,0,18,Sat,0,08,>=40,male,non-org,0,0,0,0,"@_CosterCustoms I work at 10 pm, doing an 8k walk in the morning. Sleep is for the weak"
1,0,1,21,Mon,1,03,>=40,male,non-org,1,1,1,1,ITS A HUGE TARANTULA? Goodnight... if I can even sleep now. #RAW #NOPE https://t.co/EKxb0tWUaP
0,1,0,11,Sun,0,08,<=18,female,non-org,0,0,1,0,i actually just slept for almost 15 hours👍🏼
1,1,1,22,Fri,1,08,30-39,female,non-org,1,1,1,1,"Maybe it's the sleepiness talking, but I can't friggen wait to sleep in tomorrow."
1,1,1,07,Wed,1,12,30-39,female,non-org,1,1,1,1,"Oh hey, I barely slept last night and I have to train a new person today. Help."
0,1,1,20,Thu,0,01,30-39,female,non-org,1,1,1,1,I've been battling a cold all week and Neocitran is saving me from getting sicker by allowing me to sleep. I know i… https://t.co/M1hV499yrD
0,0,0,00,Sat,0,08,>=40,male,non-org,0,0,0,0,For the record I’ve never actually gotten drunk and fallen asleep with anybody 🙃
0,0,0,02,Thu,0,04,>=40,male,non-org,0,0,0,0,"Shhhhhh, early 4/20 don’t wake the homies 🤫"
1,0,1,10,Sat,1,08,19-29,female,non-org,1,1,0,1,@JillBemi I thought I would snap outta my funk with a good night's sleep but..turns out I need a 'lil more!!  It's been ideal so far....!!!!
0,0,0,23,Fri,0,08,19-29,female,non-org,0,0,0,0,"What's a good series to fall asleep to? Netflix or YouTube, I'm flexible."
1,0,1,02,Sat,1,08,30-39,female,non-org,1,1,1,1,I forgot my melatonin home bey
1,0,0,13,Tue,0,08,>=40,male,non-org,0,0,0,0,@Gr3Te4rights @MMForces4Change @anthonyhouserva @mini_bubbly @insomniacx29 @MysterySolvent @thewebbix @minerva411… https://t.co/bxDLAQDfE9
0,0,0,06,Thu,0,11,>=40,male,non-org,0,0,0,0,@LeonaLioness666 good morning sweetie. sorry you couldn't sleep
0,0,0,22,Thu,0,11,>=40,male,non-org,0,0,0,0,@lezleedee2 goodnight sweetie ❤️❤️ sweet dreams and sleep well
1,1,1,00,Tue,1,08,19-29,female,non-org,1,1,1,1,Can’t sleep for second night in a row. Probably dying.
1,0,0,17,Sat,0,08,19-29,female,non-org,0,0,0,0,"In preparation for the upcoming term, I will now sleep for a week straight. Good night. https://t.co/SuuT8JQppr"
1,1,1,02,Sun,1,09,30-39,female,non-org,1,1,1,1,Insomnia 😰😰😰
0,0,0,19,Tue,0,10,30-39,female,non-org,0,0,0,0,@Ahcnnyl No 🌚. I made a little list of things to do alone this year &amp; movie theater was one of them. I slept a little but haha it was nice
1,0,0,17,Thu,0,08,30-39,female,non-org,0,0,0,0,@Mike_Donachie @jesse_helmer I wouldn’t say last night really included any actual sleep for @jesse_helmer ... so don’t feel too bad. :)
1,1,0,07,Fri,1,08,19-29,male,non-org,1,1,1,1,my sleep was very good until i had to wake up with the most vicious stomach pains
1,0,0,19,Fri,0,08,<=18,male,non-org,0,0,0,0,Sleepy little #LivePD buddy https://t.co/fWorMFpPuL
1,0,0,07,Tue,0,09,30-39,female,non-org,0,0,0,0,And ... 2/3 still slumbers.
0,0,0,01,Mon,0,09,19-29,male,non-org,0,0,0,0,Linda Fairstein and Linda Lederer should rot in jail. They are just pure evil. How can they sleep at night thinking… https://t.co/mhGXDcO67Y
1,1,0,16,Wed,1,09,<=18,male,non-org,1,1,1,1,just funnt talk about my sleeping cycle n how messy it looks. theres night where id wanna pass out at 9 with my gir… https://t.co/8oSiIv8vkq
0,0,1,16,Sat,1,08,19-29,female,non-org,0,1,1,1,bye trees and beautiful lakes. Hello mga bes and sleepless nights I'm back 😂
1,0,0,00,Wed,0,09,30-39,male,non-org,0,0,0,0,Pain&gt;&gt;&gt;&gt;&gt;&gt;sleep
0,0,0,08,Wed,0,09,>=40,male,non-org,0,0,0,0,"The days are getting shorter, nights a little cooler, and sunrises at a time when I’m awake!! Have a great day, be… https://t.co/f2UA6t1BXa"
1,1,0,16,Thu,1,09,>=40,male,non-org,1,1,0,1,"@Jackie_Bee16 Me too my friend.  Not insomnia, my left arm is a mess.  I may be falling apart. https://t.co/X46S8A8NWJ"
1,0,0,00,Wed,0,09,30-39,female,non-org,0,0,0,0,What is an awesome sound + light show for many of us is devastating if you’re sleeping outside - hoping shelters ha… https://t.co/17260oLspG
1,0,0,00,Wed,0,09,<=18,female,non-org,0,0,0,0,"I started falling asleep with a hoodie on, with the HOOD UP..... am I sad, or am I sad?"
1,0,0,19,Thu,0,09,<=18,female,non-org,0,0,0,0,"Sorry, I can’t go out tonight, my cat fell asleep on my lap and he’s purring."
1,1,1,02,Mon,0,09,30-39,male,non-org,1,1,1,1,I honestly would like 3 more hours of sleep please.
0,0,0,03,Sat,1,09,>=40,male,non-org,0,0,0,0,It’s 3:11AM.  Sometimes you fall asleep at 9pm after the longest week then wake up like a European. Might as well make an espresso.
0,0,0,08,Thu,0,11,>=40,male,non-org,0,0,0,0,Fell asleep 1/2 way thru (not comment on film) but have Atlantic City as earworm this morn.
0,1,0,08,Thu,0,11,>=40,male,non-org,0,1,0,1,@Cofadad No that is not why I fell asleep.
1,0,0,18,Mon,0,09,19-29,female,non-org,0,0,0,0,"Even tho it’s cold out, I want to bundle up and sleep outside on a hammock under the fall leaves and stars - goals"
0,0,1,02,Sun,0,09,19-29,female,non-org,0,0,1,0,Rip to a good sleep tonight
0,0,0,16,Thu,0,09,>=40,female,non-org,0,0,0,0,@Sleepy_Suz @chadhayesmd And use evidence-based pain management strategies for needles! @KidsInPain… https://t.co/67sjMCnn9G
1,1,1,23,Sat,1,09,30-39,male,is-org,1,1,1,1,*my sleep paralysis demons
1,0,0,07,Sun,0,09,19-29,male,non-org,0,0,0,0,Been so tired that I fell asleep at 8pm last night. Some long work days
1,1,0,11,Sun,1,09,>=40,male,is-org,1,0,0,0,Stayed up past my bedtime need to nap till this evening to stay on work schedule and avoid what little sun we’ll have today.
1,1,0,02,Thu,1,09,30-39,female,non-org,1,1,0,1,I'm still awake 🙄 #insomnia https://t.co/8nEB6t5bkr
1,0,0,13,Mon,0,09,>=40,male,non-org,0,0,0,0,"@ShiningComic @creepypod @NosleepPodcast @Pseudopod_org @NightmareMag Great, now I’m never going to sleep. https://t.co/ZECkben4NT"
1,0,0,08,Thu,1,09,19-29,male,non-org,0,0,0,0,Omg.. these late nights &amp; early mornings are getting to me! Gotta get myself back on a good sleep schedule 😂😴 .. need a coffee ASAP!
0,0,0,22,Thu,0,09,19-29,female,non-org,0,0,0,0,I should probably sleep. Need to be up at 6 and then drive 2 hours
0,0,0,23,Thu,0,09,19-29,male,non-org,0,0,0,0,Sugar free gluten free Mango pie? More like Mango mousse pie but shit don't mind me Imma just crush the rest of this https://t.co/8D1wS99gDx
1,0,0,01,Fri,0,09,19-29,male,non-org,0,0,0,0,It broke my heart tonight to see Steph and Kai fell asleep before I finished brushing my teeth. I was trying to cuddle 😭
1,1,1,18,Fri,1,09,>=40,male,non-org,1,1,1,1,last night I decided that the Devil's Lake in North Dakota was my primary target but due to broken sleep fatigue an… https://t.co/ET0NWHKNfu
0,0,1,20,Sat,0,09,<=18,male,non-org,0,0,0,0,So I’ve just been sleeping most the day I’m ready for a fun night
0,0,0,22,Sat,0,09,30-39,male,non-org,0,0,0,0,@OLW93 so much better than goat lindholm and hainsey jumping over to see if the other side falls asleep
1,1,0,07,Sun,1,09,>=40,male,non-org,1,1,1,1,Interrupted our sleep for over 3 hours last night. Called police 3 times - no patrol car to break up the party. Mus… https://t.co/1PtjcnfZsF
1,1,0,11,Sun,1,09,19-29,male,non-org,1,1,1,1,"@TheAwkwardDrop @WestinToronto Yeah, I can't sleep unless I put on music or waves as white noise to try and drown i… https://t.co/OiUBY7f8Sf"
0,0,0,10,Fri,0,09,19-29,female,non-org,0,0,0,0,@BigSexy2019 Once I managed to fall asleep it was lovely 😊 you can find the products on my website https://t.co/gUxdyJbjxq
1,0,1,17,Sun,1,09,30-39,female,non-org,1,1,1,1,@jennalabriola @thisishavehope I just need to sleep and eat more haha but don’t stress girl it’s all good ♥️ could’ve been wayyy worse!
1,0,0,13,Wed,0,09,19-29,female,non-org,0,0,0,0,"alrdy decided to go to the gym after work today but man, my eyes r giving bad signals of being sleepy."
0,0,0,00,Mon,0,09,19-29,female,non-org,0,0,0,0,@krissy_mcgill gurl who about to get a great night’s sleep!!!
1,0,1,09,Tue,1,12,19-29,female,non-org,1,1,1,1,my sleep paralysis demon
1,0,0,23,Tue,0,09,19-29,female,non-org,0,0,0,0,I’m sister sleeping on an air mattress in my living room rn. Lowkey a little turbulent.!
0,0,0,08,Tue,0,09,30-39,male,non-org,0,0,0,0,Tammy. Worry about sleeping at night while Chinese children make u r NAZI wear. Also these industries u speak of wi… https://t.co/1VGBHYDE9H
0,0,0,20,Fri,0,09,30-39,female,non-org,0,0,0,0,@MOSKALelectric @TheWpgChamber @SiloamSleepout Busy week for you!
0,0,0,11,Mon,0,09,30-39,male,non-org,0,0,0,0,@jamthefed Saturday night's alright for it. Rest assured I'll still be standing after said fight...
1,1,0,13,Tue,1,09,<=18,female,non-org,1,1,0,1,the coffee didnt work smh i still fell asleep y’all 😫
0,1,0,15,Mon,0,09,>=40,female,non-org,0,0,0,0,"@cat_eyes7 @NatLovesFun @hopeful4now @faithoflove7 @Mr_Magic_Love @IM3rdEye Sorry I fell asleep last night, I was s… https://t.co/yeWArWwIwr"
0,0,0,21,Sat,0,09,>=40,male,non-org,0,0,0,0,"How cute is this little sleeping beauty? #kittensofinstagram #catsofinstagram @ Peterborough, Ontario https://t.co/aLi3cozohF"
1,0,0,10,Sun,0,09,19-29,female,non-org,0,0,0,0,I didn't want to run today. I had a rough night with B (4th leap is no joke) and just wanted to sleep in and bum ar… https://t.co/vMC6aLYRkd
1,0,0,20,Sun,1,09,>=40,female,non-org,0,0,0,0,@AmazingLovelyGM Hylas I haven't seen your message until now been sleeping half a day again I'm feeling a bit bette… https://t.co/NcaP1pYgJw
0,0,0,23,Mon,0,09,>=40,male,non-org,0,0,0,0,We love this little guy so much ❤️It’s past little lions 🦁 bedtime x #sleepy #snoring #lion #pomeranian #cutevideo… https://t.co/snrkfdYKTX
0,0,0,02,Mon,0,09,<=18,male,is-org,0,0,0,0,"Bibi breaks right back, but she looks like she needs a few more hours of sleep. As do I."
1,1,1,08,Tue,1,10,<=18,female,non-org,1,1,1,1,i cannot sleep i've been trying for the last 5 hours so uhhh fuck it im gonna go out early today and have breakfast… https://t.co/NUxEFBGbTH
1,1,0,11,Sun,1,10,<=18,female,non-org,1,1,1,1,"me, on 3 hours of sleep, going to an oilers game"
0,0,0,09,Mon,0,09,>=40,female,non-org,0,0,0,0,This guy and his love of sleep continues to amuse me. It’s almost 10 am and he’s gone back to bed. He’s alittleput… https://t.co/2GoAeBRWMV
0,0,0,13,Mon,0,09,>=40,male,non-org,0,0,0,0,How can Republicsns justfy supporting civil war talk? How can they look in the mirror and sleep at night supporting… https://t.co/0EeE9Msm1Q
0,0,0,15,Thu,0,10,30-39,male,non-org,0,0,0,0,"Every hip hop fan has to stop sleeping on this guy. Word play is crazy, bars for days and it’s only a matter of tim… https://t.co/akLkjM40cQ"
1,0,0,20,Thu,0,10,<=18,female,non-org,0,0,0,0,Today is my last peaceful night of sleep 😅😂
1,1,1,22,Thu,1,12,<=18,female,non-org,1,1,1,1,Well tonight’s gonna be a night of no sleep
0,0,0,23,Fri,0,10,30-39,female,non-org,0,0,0,0,Are you getting too many good nights of sleep? Why not get a baby?
1,0,0,14,Sat,0,10,30-39,female,non-org,0,0,0,0,All I wanna do is get cozy for fall. The weather is making me rather sleepy 😴 one thing I am not sleeping on is all… https://t.co/b0ZWtvAIgy
0,0,0,15,Mon,0,10,30-39,male,non-org,0,0,0,0,@TheEnemiesPod On the fence. Depends if I fall asleep or if I want to play the old ncaa football game lol
1,0,0,07,Tue,0,10,<=18,female,non-org,0,0,0,0,woke up this morning and found out the debate last night wasn’t just a nightmare i had?? it actually happened?? well damn
0,0,0,19,Tue,0,10,19-29,male,non-org,0,0,0,0,@rascalgas 5th story: OH YA! The rest of the NHL players tonight too!
0,1,0,14,Wed,0,10,19-29,male,non-org,0,0,1,0,@WhovianLeap Hopefully the BBC won't do a stupid midnight announcement for anything not worthy of screwing with my sleep... Again!
1,1,1,18,Wed,1,10,<=18,male,non-org,1,1,1,1,i aint got any decent sleep for the last 5 days fck this life man
0,0,1,18,Thu,0,10,>=40,male,is-org,0,0,0,0,You have a smooth running day and then the next day you sleep through your alarm 🤷🏾‍♀️. #pswlife Tuesday… https://t.co/W3O9OqbJS0
1,1,1,01,Fri,1,10,30-39,male,non-org,1,1,1,1,I ain’t sleep for 2 days https://t.co/QThfidCJF5
1,0,1,09,Thu,0,10,>=40,male,non-org,1,1,1,1,@CarolFosse1 @wordgoldsmith I can’t sleep with rings on and have to take my wedding band off at night. Sometimes I… https://t.co/aUXYCG2P2y
1,0,0,13,Fri,1,10,>=40,female,non-org,0,0,0,0,"@mikev527 Thank you 😊 yes I'm feeling alot better today, I had a really good sleep last night, first in a long time 👍"
0,0,0,10,Fri,0,10,19-29,male,non-org,0,0,0,0,This is one of those days where I REALLY don’t wanna write. I wanna eat and sleep and play Madden. But scrolling Tw… https://t.co/b9jRzMxZgd
0,0,0,23,Fri,0,10,30-39,female,non-org,0,0,0,0,Going out with Byks and Section O tomorrow night. I should probably try and get a good nights sleep tonight.
1,1,1,22,Tue,1,10,30-39,male,non-org,1,1,1,1,I hope today I sleep early because since yesterday I only had like 4 hours sleep
0,0,0,08,Fri,0,11,30-39,male,non-org,0,0,0,0,I think I’ll sleep for like 2-3 more hours because I’m sure these pills are still active then I’ll start my day
1,1,1,22,Tue,1,10,30-39,male,non-org,1,1,1,1,Yo I didn’t sleep much today so I can sleep at night if this flops I give up on my sleeping pattern
1,0,1,08,Wed,1,10,30-39,male,non-org,1,1,1,1,After New Years I’ll make sure my days start earlier maybe that’ll make me sleep and wake up at normal hours
0,1,0,17,Sun,1,11,30-39,male,non-org,0,0,0,0,We use melatonin gummies
1,1,0,19,Sun,1,11,30-39,male,non-org,1,1,1,1,I nearly fell asleep on the chair I need to go rest.... old age catching up on me
0,1,1,00,Sun,1,01,30-39,male,non-org,1,1,1,1,I just popped a sleeping pill in my champagne
1,1,1,13,Mon,1,02,30-39,male,non-org,1,1,1,1,"I slept for like 2-3 hours but it feels like I slept for 7 hours, I feel amazing now! Time to spend the day with the family."
0,0,0,06,Sat,0,03,30-39,male,non-org,0,0,0,0,Wow I thought I was going for a little nap and I ended up sleeping for 10 hours...
1,1,1,06,Wed,1,10,19-29,female,non-org,1,1,1,1,less than 2 hours sleep two nights in a row 😭 love that for me
1,0,0,17,Sun,0,10,19-29,female,non-org,0,0,0,0,"i just fell asleep while playing mortal kombat, i didn’t even realize i could do that"
1,1,1,05,Wed,1,10,<=18,female,non-org,1,1,1,1,"My sleep schedule is cursed, I wake up every morning after 5am. Is this what it’s like to be old ?"
1,0,0,21,Wed,0,10,19-29,female,non-org,0,0,0,0,I work at 7am buy my FOMO makes me go out even when I just want to sleep bc what if I miss something .. fuxkingggg MINT
0,0,0,13,Thu,0,10,<=18,female,non-org,0,0,0,0,A fell asleep while studying and let's just say my glasses might need some adjustments.
0,0,0,21,Fri,0,10,19-29,female,non-org,0,0,0,0,Spook-tacular night at @screemers! Truly the stuff of nightmares. Definitely head down and get your Halloween screa… https://t.co/mGS2X11qMm
1,1,1,22,Fri,1,10,>=40,female,non-org,1,1,1,1,@buoyantbabe 😬the one night I over indulge. Sleeping it off hopefully past 4:30 tomorrow morning. Internal clock is a beotch
0,0,1,20,Sat,0,04,>=40,female,non-org,0,0,0,0,Tonight is the first night I'm trying to stay awake as I officially start my safety shift on Monday do I need to st… https://t.co/caJKJEPmzr
0,0,0,01,Sat,0,10,19-29,male,non-org,0,0,0,0,Going to bed early is the best. Bad day? Go to sleep? Fasting? Go to sleep. Stressed? Go to sleep. Confused? Go to… https://t.co/VFlAMUtovQ
1,1,0,04,Sun,1,10,>=40,male,non-org,1,1,1,1,Woke up too early. Can’t fall back to sleep. Feeling bad for Yankees fans. It’s not their fault the team failed to… https://t.co/4Bj6k95cZV
1,1,1,01,Mon,1,10,>=40,male,non-org,1,1,1,1,Insomnia is rad!
0,0,0,08,Mon,0,10,19-29,female,non-org,0,0,0,0,He’s finally back to his normal sleep schedule! The helmet had him up several times a night the past week &amp; made ou… https://t.co/4zPAsfabhv
0,0,0,14,Mon,0,10,30-39,male,non-org,0,0,0,0,@ReapersPlace I was the first person in line. If you're too stressed to sleep you might as well vote!
0,0,0,23,Sat,0,10,30-39,male,non-org,0,0,0,0,"I hate going to sleep Saturday nights, because it just means I have to work Sunday morning. 😣"
0,0,0,15,Tue,0,10,30-39,male,non-org,0,0,0,0,@edjackman Yes! Me too… whenever I could manage to wake up early enough to watch it.
0,0,0,14,Fri,0,10,30-39,male,non-org,0,0,0,0,@EdmOilKings @RexallDrugstore Did see this within the @CHLHockey app but whatever when do they start
1,0,1,10,Sun,1,10,19-29,female,non-org,1,1,0,1,I would really enjoy being able to sleep through the night.
0,0,0,10,Sun,0,10,<=18,female,non-org,0,0,0,0,"Is also available in drops, gummies, and a night sleep aid capsule. I like the puffer version."
0,0,0,00,Wed,0,10,>=40,male,non-org,0,0,0,0,"@Artman101a I fell asleep before that game started (the night before had been a laaaate night), and it sounds like… https://t.co/W0L97kvKqb"
0,0,0,00,Wed,0,10,>=40,male,non-org,0,0,0,0,"@Artman101a I fell asleep before that game started (the night before had been a laaaate night), and it sounds like… https://t.co/W0L97kvKqb"
0,0,0,06,Wed,0,10,30-39,female,non-org,0,0,0,0,@koulakarma After a good nights sleep and I am thinking 🤔 logically not emotionally- I believe you are right! Still… https://t.co/XHf5bJw0Mn
1,1,1,07,Wed,1,10,<=18,female,non-org,1,1,1,1,Some stuff just keep me awake at night
0,0,0,01,Sun,0,10,<=18,female,non-org,0,0,0,0,So I just meet most of brockhampton but short king @bearfaceington said fuck y’all Canadians I’m sleeping
0,0,0,17,Fri,0,01,<=18,female,non-org,0,0,0,0,"Unproblematic, supports women. Why you still sleeping"
0,0,0,15,Wed,0,10,19-29,male,non-org,0,0,0,0,Does anyone else’s parents act like daylight saving time will affect their sleep for 2 weeks or are mine just dramatic?
0,0,0,17,Fri,0,10,19-29,female,non-org,0,0,0,0,@RoryRedDog Went through the rest tonight and thank you!! Some new stuff I love!
0,0,0,00,Thu,0,10,19-29,male,non-org,0,0,0,0,people talk about one night of clubbing for the rest of their lives we get it cuz move on
0,0,0,00,Thu,0,10,30-39,male,non-org,0,0,0,0,"https://t.co/CxSRbQKsD2 at night #trickortreat for real, then I sleep and see the song in the last tweet, I sleep i… https://t.co/PnQgmzs400"
0,0,0,06,Wed,0,10,<=18,female,non-org,0,0,0,0,I wanna sleep for like 5 days
0,0,0,08,Sat,0,10,19-29,female,non-org,0,0,0,0,@redheaded101 I slept with the bedroom window open a tad last night. The wind had settled enough to almost feel calming.
0,1,0,12,Sat,0,10,30-39,female,non-org,0,1,1,1,@PostWarHist This is not a typical Saturday. They usually involve an early yoga class (I can't sleep in anymore so… https://t.co/Tc1mLCKhPU
